workerid,proliferate.condition,condition,first_response_value,item_number,item_type,lexicalization,response,sentence,trial_sequence_total,unique_id,wrong_attempts,error
44,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,6,1011,,
44,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,7,1018,,
44,Experiment Group,grammatical,,,filler,1002,0.97,The musician plays the lovely violin,8,1002,,
44,Experiment Group,ungrammatical,,,filler,1022,0.03,The dying the cable computer charges,9,1022,,
44,Experiment Group,nonhuman,,,test,12,0.97,The kitchen features the brick oven,10,122,,
44,Experiment Group,ungrammatical,,,filler,1020,0.04,The valuable the shelf jewelry stores,11,1020,,
44,Experiment Group,human,,,test,11,0.54,The queen spans the peaceful countryside,12,111,,
44,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,13,1016,,
44,Experiment Group,nonhuman,,,test,8,0.98,The dedicated team totals eight athletes,14,82,,
44,Experiment Group,grammatical,,,filler,1009,0.97,The knight protects the guarded fortress,15,1009,,
44,Experiment Group,nonhuman,,,test,2,0.99,The jar contains all the marbles,16,22,,
44,Experiment Group,ungrammatical,,,filler,1019,0.03,The difficult grades exam assistant the teaching,17,1019,,
44,Experiment Group,human,,,test,9,0.51,The girls house only international students,18,91,,
44,Experiment Group,grammatical,,,filler,1001,0.99,The gopher chases the fearful rabbit,19,1001,,
44,Experiment Group,grammatical,,,filler,1005,0.99,The wrecking ball demolishes the decrepit building,20,1005,,
44,Experiment Group,grammatical,,,filler,1006,0.98,The horse chews the sweet apple,21,1006,,
44,Experiment Group,human,,,test,4,0.51,The dancer includes Spanish flamenco ,22,41,,
44,Experiment Group,ungrammatical,,,filler,1021,0.02,The broken fixes truck engineer the,23,1021,,
44,Experiment Group,ungrammatical,,,filler,1015,0.03,The wet heats dryer the clothes,24,1015,,
44,Experiment Group,human,,,test,7,0.79,The cartographer borders the coral reef,25,71,,
44,Experiment Group,grammatical,,,filler,1008,0.98,The child plays the loud drums,26,1008,,
44,Experiment Group,nonhuman,,,test,3,0.99,The baked Alaska is composed of ice cream and meringue,27,32,,
44,Experiment Group,ungrammatical,,,filler,1014,0.05,The secret protects lock the safe,28,1014,,
44,Experiment Group,ungrammatical,,,filler,1024,0.03,The blank the painter canvas admires,29,1024,,
44,Experiment Group,ungrammatical,,,filler,1023,0.01,The acclaimed honors artists gala the,30,1023,,
44,Experiment Group,human,,,test,6,0.97,The astronomer orbits the newly discovered planet,31,61,,
44,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,32,1012,,
44,Experiment Group,ungrammatical,,,filler,1013,0.03,The messy cleans student room the,33,1013,,
44,Experiment Group,nonhuman,,,test,10,0.99,The old fence encloses the backyard,34,102,,
44,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,35,1017,,
44,Experiment Group,grammatical,,,filler,1003,0.97,The woman washes the dirty dishes,36,1003,,
47,Experiment Group,,,practice_good,practice_good,,0.97,,0,,0,
47,Experiment Group,,,practice_bad,practice_bad,,0.01,,0,,0,
47,Experiment Group,ungrammatical,,,filler,1014,0.03,The secret protects lock the safe,1,1014,,
47,Experiment Group,human,,,test,11,0.36,The queen spans the peaceful countryside,2,111,,
47,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,3,1001,,
47,Experiment Group,ungrammatical,,,filler,1019,0.02,The difficult grades exam assistant the teaching,4,1019,,
47,Experiment Group,grammatical,,,filler,1004,0.97,The monkey eats the ripe banana,5,1004,,
47,Experiment Group,ungrammatical,,,filler,1017,0.03,The steady the sails captain ship,6,1017,,
47,Experiment Group,nonhuman,,,test,3,1,The baked Alaska is composed of ice cream and meringue,7,32,,
47,Experiment Group,grammatical,,,filler,1008,0.9,The child plays the loud drums,8,1008,,
47,Experiment Group,human,,,test,7,0.98,The cartographer borders the coral reef,9,71,,
47,Experiment Group,grammatical,,,filler,1012,0.96,The basket holds the expensive cheeses,10,1012,,
47,Experiment Group,ungrammatical,,,filler,1024,0.03,The blank the painter canvas admires,11,1024,,
47,Experiment Group,human,,,test,2,0.75,The girl contains all the marbles,12,21,,
47,Experiment Group,grammatical,,,filler,1006,0.98,The horse chews the sweet apple,13,1006,,
47,Experiment Group,grammatical,,,filler,1005,0.97,The wrecking ball demolishes the decrepit building,14,1005,,
47,Experiment Group,ungrammatical,,,filler,1020,0.03,The valuable the shelf jewelry stores,15,1020,,
47,Experiment Group,grammatical,,,filler,1003,1,The woman washes the dirty dishes,16,1003,,
47,Experiment Group,human,,,test,6,0.97,The astronomer orbits the newly discovered planet,17,61,,
47,Experiment Group,grammatical,,,filler,1010,0.96,The editor mentors the stressed writer,18,1010,,
47,Experiment Group,ungrammatical,,,filler,1018,0.03,The dangerous mixes chemicals scientist the,19,1018,,
47,Experiment Group,ungrammatical,,,filler,1016,0.04,The sore the athlete massages muscles,20,1016,,
47,Experiment Group,nonhuman,,,test,12,0.79,The kitchen features the brick oven,21,122,,
47,Experiment Group,ungrammatical,,,filler,1013,0.09,The messy cleans student room the,22,1013,,
47,Experiment Group,nonhuman,,,test,9,0.97,The new dormitory houses only international students,23,92,,
47,Experiment Group,grammatical,,,filler,1009,0.96,The knight protects the guarded fortress,24,1009,,
47,Experiment Group,grammatical,,,filler,1007,0.95,The librarian shelves the heavy book,25,1007,,
47,Experiment Group,nonhuman,,,test,8,0.94,The dedicated team totals eight athletes,26,82,,
47,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,27,1023,,
47,Experiment Group,nonhuman,,,test,4,0.99,The intricate competition routine includes Spanish flamenco,28,42,,
47,Experiment Group,ungrammatical,,,filler,1015,0.03,The wet heats dryer the clothes,29,1015,,
47,Experiment Group,human,,,test,10,0.05,The man encloses the backyard,30,101,,
47,Experiment Group,ungrammatical,,,filler,1022,0.03,The dying the cable computer charges,31,1022,,
47,Experiment Group,human,,,test,1,0.12,The author consists of 10 passages,32,11,,
47,Experiment Group,grammatical,,,filler,1002,0.96,The musician plays the lovely violin,33,1002,,
47,Experiment Group,nonhuman,,,test,5,0.96,The car runs on clean energy,34,52,,
47,Experiment Group,ungrammatical,,,filler,1021,0.02,The broken fixes truck engineer the,35,1021,,
47,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,36,1011,,
29,Experiment Group,,,practice_good,practice_good,,0.99,,0,,0,
29,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
29,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,1,1024,,
29,Experiment Group,human,,,test,5,0.92,The environmentalist runs on clean energy,2,51,,
29,Experiment Group,grammatical,,,filler,1010,0.89,The editor mentors the stressed writer,3,1010,,
29,Experiment Group,nonhuman,,,test,12,0.99,The kitchen features the brick oven,4,122,,
29,Experiment Group,grammatical,,,filler,1011,0.99,The hammer smashes the fragile glass,5,1011,,
29,Experiment Group,ungrammatical,,,filler,1015,0.12,The wet heats dryer the clothes,6,1015,,
29,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,7,1021,,
29,Experiment Group,nonhuman,,,test,11,1,The mountain territories span the peaceful countryside,8,112,,
29,Experiment Group,grammatical,,,filler,1012,0.81,The basket holds the expensive cheeses,9,1012,,
29,Experiment Group,nonhuman,,,test,3,0.01,The baked Alaska is composed of ice cream and meringue,10,32,,
29,Experiment Group,ungrammatical,,,filler,1023,0.07,The acclaimed honors artists gala the,11,1023,,
29,Experiment Group,nonhuman,,,test,7,0.72,The new island borders the coral reef,12,72,,
29,Experiment Group,grammatical,,,filler,1002,0.67,The musician plays the lovely violin,13,1002,,
29,Experiment Group,ungrammatical,,,filler,1017,0.02,The steady the sails captain ship,14,1017,,
29,Experiment Group,ungrammatical,,,filler,1018,0,The dangerous mixes chemicals scientist the,15,1018,,
29,Experiment Group,human,,,test,10,0.76,The man encloses the backyard,16,101,,
29,Experiment Group,grammatical,,,filler,1005,0.87,The wrecking ball demolishes the decrepit building,17,1005,,
29,Experiment Group,ungrammatical,,,filler,1016,0.33,The sore the athlete massages muscles,18,1016,,
29,Experiment Group,grammatical,,,filler,1006,0.92,The horse chews the sweet apple,19,1006,,
29,Experiment Group,human,,,test,8,0.65,The coach totals eight athletes,20,81,,
29,Experiment Group,ungrammatical,,,filler,1022,0.02,The dying the cable computer charges,21,1022,,
29,Experiment Group,grammatical,,,filler,1008,0.95,The child plays the loud drums,22,1008,,
29,Experiment Group,nonhuman,,,test,4,0.53,The intricate competition routine includes Spanish flamenco,23,42,,
29,Experiment Group,grammatical,,,filler,1001,0.74,The gopher chases the fearful rabbit,24,1001,,
29,Experiment Group,nonhuman,,,test,1,0.86,The new book consists of 10 passages,25,12,,
29,Experiment Group,ungrammatical,,,filler,1020,0.32,The valuable the shelf jewelry stores,26,1020,,
29,Experiment Group,grammatical,,,filler,1009,0.99,The knight protects the guarded fortress,27,1009,,
29,Experiment Group,grammatical,,,filler,1007,0.99,The librarian shelves the heavy book,28,1007,,
29,Experiment Group,human,,,test,6,0.66,The astronomer orbits the newly discovered planet,29,61,,
29,Experiment Group,grammatical,,,filler,1004,0.91,The monkey eats the ripe banana,30,1004,,
29,Experiment Group,ungrammatical,,,filler,1014,0.25,The secret protects lock the safe,31,1014,,
29,Experiment Group,human,,,test,2,0.79,The girl contains all the marbles,32,21,,
29,Experiment Group,ungrammatical,,,filler,1019,0.38,The difficult grades exam assistant the teaching,33,1019,,
29,Experiment Group,human,,,test,9,0.59,The girls house only international students,34,91,,
29,Experiment Group,grammatical,,,filler,1003,0.86,The woman washes the dirty dishes,35,1003,,
29,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,36,1013,,
22,Experiment Group,,,practice_good,practice_good,,0.97,,0,,0,
22,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
22,Experiment Group,ungrammatical,,,filler,1015,0,The wet heats dryer the clothes,1,1015,,
22,Experiment Group,nonhuman,,,test,9,1,The new dormitory houses only international students,2,92,,
22,Experiment Group,grammatical,,,filler,1006,1,The horse chews the sweet apple,3,1006,,
22,Experiment Group,grammatical,,,filler,1004,1,The monkey eats the ripe banana,4,1004,,
22,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,5,1024,,
22,Experiment Group,human,,,test,8,0.18,The coach totals eight athletes,6,81,,
22,Experiment Group,ungrammatical,,,filler,1020,0.03,The valuable the shelf jewelry stores,7,1020,,
22,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,8,1013,,
22,Experiment Group,ungrammatical,,,filler,1014,0,The secret protects lock the safe,9,1014,,
22,Experiment Group,human,,,test,1,0.13,The author consists of 10 passages,10,11,,
22,Experiment Group,grammatical,,,filler,1001,1,The gopher chases the fearful rabbit,11,1001,,
22,Experiment Group,grammatical,,,filler,1007,1,The librarian shelves the heavy book,12,1007,,
22,Experiment Group,nonhuman,,,test,11,1,The mountain territories span the peaceful countryside,13,112,,
22,Experiment Group,ungrammatical,,,filler,1022,0,The dying the cable computer charges,14,1022,,
22,Experiment Group,human,,,test,12,0.35,The chef features the brick oven,15,121,,
22,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,16,1021,,
22,Experiment Group,grammatical,,,filler,1002,1,The musician plays the lovely violin,17,1002,,
22,Experiment Group,grammatical,,,filler,1012,1,The basket holds the expensive cheeses,18,1012,,
22,Experiment Group,ungrammatical,,,filler,1017,0.02,The steady the sails captain ship,19,1017,,
22,Experiment Group,nonhuman,,,test,10,1,The old fence encloses the backyard,20,102,,
22,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,21,1023,,
22,Experiment Group,grammatical,,,filler,1011,1,The hammer smashes the fragile glass,22,1011,,
22,Experiment Group,nonhuman,,,test,5,1,The car runs on clean energy,23,52,,
22,Experiment Group,grammatical,,,filler,1010,1,The editor mentors the stressed writer,24,1010,,
22,Experiment Group,ungrammatical,,,filler,1016,0,The sore the athlete massages muscles,25,1016,,
22,Experiment Group,grammatical,,,filler,1003,1,The woman washes the dirty dishes,26,1003,,
22,Experiment Group,human,,,test,2,0.26,The girl contains all the marbles,27,21,,
22,Experiment Group,ungrammatical,,,filler,1018,0,The dangerous mixes chemicals scientist the,28,1018,,
22,Experiment Group,human,,,test,4,0.34,The dancer includes Spanish flamenco ,29,41,,
22,Experiment Group,grammatical,,,filler,1005,1,The wrecking ball demolishes the decrepit building,30,1005,,
22,Experiment Group,nonhuman,,,test,3,1,The baked Alaska is composed of ice cream and meringue,31,32,,
22,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,32,1008,,
22,Experiment Group,human,,,test,7,0.86,The cartographer borders the coral reef,33,71,,
22,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,34,1009,,
22,Experiment Group,nonhuman,,,test,6,1,The moon orbits the newly discovered planet,35,62,,
22,Experiment Group,ungrammatical,,,filler,1019,0,The difficult grades exam assistant the teaching,36,1019,,
28,Experiment Group,,,practice_good,practice_good,,0.99,,0,,0,
28,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
28,Experiment Group,grammatical,,,filler,1011,1,The hammer smashes the fragile glass,1,1011,,
28,Experiment Group,nonhuman,,,test,12,0.99,The kitchen features the brick oven,2,122,,
28,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,3,1017,,
28,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,4,1019,,
28,Experiment Group,ungrammatical,,,filler,1015,0.01,The wet heats dryer the clothes,5,1015,,
28,Experiment Group,nonhuman,,,test,9,0.98,The new dormitory houses only international students,6,92,,
28,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,7,1004,,
28,Experiment Group,human,,,test,11,0.03,The queen spans the peaceful countryside,8,111,,
28,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,9,1009,,
28,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,10,1002,,
28,Experiment Group,human,,,test,8,0.01,The coach totals eight athletes,11,81,,
28,Experiment Group,grammatical,,,filler,1012,0.95,The basket holds the expensive cheeses,12,1012,,
28,Experiment Group,grammatical,,,filler,1006,1,The horse chews the sweet apple,13,1006,,
28,Experiment Group,human,,,test,1,0.02,The author consists of 10 passages,14,11,,
28,Experiment Group,grammatical,,,filler,1007,1,The librarian shelves the heavy book,15,1007,,
28,Experiment Group,nonhuman,,,test,7,0.94,The new island borders the coral reef,16,72,,
28,Experiment Group,grammatical,,,filler,1010,0.99,The editor mentors the stressed writer,17,1010,,
28,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,18,1008,,
28,Experiment Group,human,,,test,10,0.96,The man encloses the backyard,19,101,,
28,Experiment Group,grammatical,,,filler,1001,1,The gopher chases the fearful rabbit,20,1001,,
28,Experiment Group,human,,,test,4,0.03,The dancer includes Spanish flamenco ,21,41,,
28,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,22,1013,,
28,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,23,1021,,
28,Experiment Group,nonhuman,,,test,5,0.99,The car runs on clean energy,24,52,,
28,Experiment Group,ungrammatical,,,filler,1018,0.01,The dangerous mixes chemicals scientist the,25,1018,,
28,Experiment Group,nonhuman,,,test,3,0.99,The baked Alaska is composed of ice cream and meringue,26,32,,
28,Experiment Group,ungrammatical,,,filler,1023,0.03,The acclaimed honors artists gala the,27,1023,,
28,Experiment Group,ungrammatical,,,filler,1020,0.02,The valuable the shelf jewelry stores,28,1020,,
28,Experiment Group,human,,,test,2,0.68,The girl contains all the marbles,29,21,,
28,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,30,1014,,
28,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,31,1016,,
28,Experiment Group,nonhuman,,,test,6,0.99,The moon orbits the newly discovered planet,32,62,,
28,Experiment Group,grammatical,,,filler,1005,0.99,The wrecking ball demolishes the decrepit building,33,1005,,
28,Experiment Group,grammatical,,,filler,1003,1,The woman washes the dirty dishes,34,1003,,
28,Experiment Group,ungrammatical,,,filler,1024,0.01,The blank the painter canvas admires,35,1024,,
28,Experiment Group,ungrammatical,,,filler,1022,0.02,The dying the cable computer charges,36,1022,,
32,Experiment Group,,,practice_good,practice_good,,0.75,,0,,0,
32,Experiment Group,,,practice_bad,practice_bad,,0.02,,0,,0,
32,Experiment Group,human,,,test,1,0.01,The author consists of 10 passages,1,11,,
32,Experiment Group,ungrammatical,,,filler,1022,0.01,The dying the cable computer charges,2,1022,,
32,Experiment Group,grammatical,,,filler,1004,1,The monkey eats the ripe banana,3,1004,,
32,Experiment Group,nonhuman,,,test,3,1,The baked Alaska is composed of ice cream and meringue,4,32,,
32,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,5,1001,,
32,Experiment Group,grammatical,,,filler,1008,0.98,The child plays the loud drums,6,1008,,
32,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,7,1013,,
32,Experiment Group,human,,,test,11,0.01,The queen spans the peaceful countryside,8,111,,
32,Experiment Group,grammatical,,,filler,1006,0.98,The horse chews the sweet apple,9,1006,,
32,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,10,1023,,
32,Experiment Group,human,,,test,2,0.02,The girl contains all the marbles,11,21,,
32,Experiment Group,grammatical,,,filler,1012,0.97,The basket holds the expensive cheeses,12,1012,,
32,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,13,1021,,
32,Experiment Group,nonhuman,,,test,9,0.01,The new dormitory houses only international students,14,92,,
32,Experiment Group,ungrammatical,,,filler,1020,0.01,The valuable the shelf jewelry stores,15,1020,,
32,Experiment Group,nonhuman,,,test,6,0.98,The moon orbits the newly discovered planet,16,62,,
32,Experiment Group,grammatical,,,filler,1007,0.02,The librarian shelves the heavy book,17,1007,,
32,Experiment Group,ungrammatical,,,filler,1016,0.01,The sore the athlete massages muscles,18,1016,,
32,Experiment Group,grammatical,,,filler,1002,0.98,The musician plays the lovely violin,19,1002,,
32,Experiment Group,grammatical,,,filler,1010,1,The editor mentors the stressed writer,20,1010,,
32,Experiment Group,ungrammatical,,,filler,1024,0.03,The blank the painter canvas admires,21,1024,,
32,Experiment Group,nonhuman,,,test,5,0.97,The car runs on clean energy,22,52,,
32,Experiment Group,grammatical,,,filler,1009,0.99,The knight protects the guarded fortress,23,1009,,
32,Experiment Group,grammatical,,,filler,1003,1,The woman washes the dirty dishes,24,1003,,
32,Experiment Group,nonhuman,,,test,12,0.76,The kitchen features the brick oven,25,122,,
32,Experiment Group,ungrammatical,,,filler,1015,0.03,The wet heats dryer the clothes,26,1015,,
32,Experiment Group,human,,,test,8,0.03,The coach totals eight athletes,27,81,,
32,Experiment Group,grammatical,,,filler,1011,1,The hammer smashes the fragile glass,28,1011,,
32,Experiment Group,human,,,test,10,0.64,The man encloses the backyard,29,101,,
32,Experiment Group,ungrammatical,,,filler,1014,0,The secret protects lock the safe,30,1014,,
32,Experiment Group,ungrammatical,,,filler,1019,0.03,The difficult grades exam assistant the teaching,31,1019,,
32,Experiment Group,nonhuman,,,test,7,0.98,The new island borders the coral reef,32,72,,
32,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,33,1017,,
32,Experiment Group,grammatical,,,filler,1005,0.96,The wrecking ball demolishes the decrepit building,34,1005,,
32,Experiment Group,ungrammatical,,,filler,1018,0.01,The dangerous mixes chemicals scientist the,35,1018,,
32,Experiment Group,human,,,test,4,0.78,The dancer includes Spanish flamenco ,36,41,,
38,Experiment Group,,,practice_good,practice_good,,0.8,,0,,0,
38,Experiment Group,,,practice_bad,practice_bad,,0.03,,0,,0,
38,Experiment Group,nonhuman,,,test,10,0.83,The old fence encloses the backyard,1,102,,
38,Experiment Group,grammatical,,,filler,1003,0.95,The woman washes the dirty dishes,2,1003,,
38,Experiment Group,ungrammatical,,,filler,1015,0.04,The wet heats dryer the clothes,3,1015,,
38,Experiment Group,nonhuman,,,test,12,0.61,The kitchen features the brick oven,4,122,,
38,Experiment Group,ungrammatical,,,filler,1018,0.04,The dangerous mixes chemicals scientist the,5,1018,,
38,Experiment Group,ungrammatical,,,filler,1016,0.09,The sore the athlete massages muscles,6,1016,,
38,Experiment Group,ungrammatical,,,filler,1013,0.05,The messy cleans student room the,7,1013,,
38,Experiment Group,nonhuman,,,test,9,0.16,The new dormitory houses only international students,8,92,,
38,Experiment Group,grammatical,,,filler,1012,0.95,The basket holds the expensive cheeses,9,1012,,
38,Experiment Group,nonhuman,,,test,8,0.83,The dedicated team totals eight athletes,10,82,,
38,Experiment Group,grammatical,,,filler,1009,0.94,The knight protects the guarded fortress,11,1009,,
38,Experiment Group,human,,,test,6,0.9,The astronomer orbits the newly discovered planet,12,61,,
38,Experiment Group,grammatical,,,filler,1011,0.94,The hammer smashes the fragile glass,13,1011,,
38,Experiment Group,ungrammatical,,,filler,1019,0.05,The difficult grades exam assistant the teaching,14,1019,,
38,Experiment Group,nonhuman,,,test,7,0.77,The new island borders the coral reef,15,72,,
38,Experiment Group,ungrammatical,,,filler,1023,0.07,The acclaimed honors artists gala the,16,1023,,
38,Experiment Group,human,,,test,5,0.35,The environmentalist runs on clean energy,17,51,,
38,Experiment Group,ungrammatical,,,filler,1024,0.07,The blank the painter canvas admires,18,1024,,
38,Experiment Group,human,,,test,1,0.08,The author consists of 10 passages,19,11,,
38,Experiment Group,grammatical,,,filler,1004,0.95,The monkey eats the ripe banana,20,1004,,
38,Experiment Group,ungrammatical,,,filler,1022,0.04,The dying the cable computer charges,21,1022,,
38,Experiment Group,grammatical,,,filler,1001,0.97,The gopher chases the fearful rabbit,22,1001,,
38,Experiment Group,ungrammatical,,,filler,1020,0.02,The valuable the shelf jewelry stores,23,1020,,
38,Experiment Group,human,,,test,11,0.93,The queen spans the peaceful countryside,24,111,,
38,Experiment Group,grammatical,,,filler,1006,0.92,The horse chews the sweet apple,25,1006,,
38,Experiment Group,ungrammatical,,,filler,1021,0.06,The broken fixes truck engineer the,26,1021,,
38,Experiment Group,nonhuman,,,test,3,0.92,The baked Alaska is composed of ice cream and meringue,27,32,,
38,Experiment Group,grammatical,,,filler,1005,0.89,The wrecking ball demolishes the decrepit building,28,1005,,
38,Experiment Group,ungrammatical,,,filler,1014,0.02,The secret protects lock the safe,29,1014,,
38,Experiment Group,grammatical,,,filler,1010,0.79,The editor mentors the stressed writer,30,1010,,
38,Experiment Group,human,,,test,4,0.85,The dancer includes Spanish flamenco ,31,41,,
38,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,32,1017,,
38,Experiment Group,grammatical,,,filler,1008,0.35,The child plays the loud drums,33,1008,,
38,Experiment Group,human,,,test,2,0.08,The girl contains all the marbles,34,21,,
38,Experiment Group,grammatical,,,filler,1002,0.96,The musician plays the lovely violin,35,1002,,
38,Experiment Group,grammatical,,,filler,1007,0.86,The librarian shelves the heavy book,36,1007,,
36,Experiment Group,,,practice_good,practice_good,,0.98,,0,,0,
36,Experiment Group,,,practice_bad,practice_bad,,0.02,,0,,0,
36,Experiment Group,grammatical,,,filler,1007,0.99,The librarian shelves the heavy book,1,1007,,
36,Experiment Group,ungrammatical,,,filler,1022,0.02,The dying the cable computer charges,2,1022,,
36,Experiment Group,human,,,test,1,0.01,The author consists of 10 passages,3,11,,
36,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,4,1016,,
36,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,5,1001,,
36,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,6,1002,,
36,Experiment Group,nonhuman,,,test,9,0.99,The new dormitory houses only international students,7,92,,
36,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,8,1021,,
36,Experiment Group,nonhuman,,,test,4,0.98,The intricate competition routine includes Spanish flamenco,9,42,,
36,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,10,1017,,
36,Experiment Group,human,,,test,5,0.02,The environmentalist runs on clean energy,11,51,,
36,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,12,1011,,
36,Experiment Group,ungrammatical,,,filler,1020,0.02,The valuable the shelf jewelry stores,13,1020,,
36,Experiment Group,grammatical,,,filler,1003,0.97,The woman washes the dirty dishes,14,1003,,
36,Experiment Group,human,,,test,10,0.79,The man encloses the backyard,15,101,,
36,Experiment Group,grammatical,,,filler,1005,0.8,The wrecking ball demolishes the decrepit building,16,1005,,
36,Experiment Group,human,,,test,2,0.72,The girl contains all the marbles,17,21,,
36,Experiment Group,ungrammatical,,,filler,1014,0.02,The secret protects lock the safe,18,1014,,
36,Experiment Group,nonhuman,,,test,8,0.81,The dedicated team totals eight athletes,19,82,,
36,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,20,1012,,
36,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,21,1006,,
36,Experiment Group,ungrammatical,,,filler,1015,0.02,The wet heats dryer the clothes,22,1015,,
36,Experiment Group,grammatical,,,filler,1009,0.99,The knight protects the guarded fortress,23,1009,,
36,Experiment Group,human,,,test,12,0.5,The chef features the brick oven,24,121,,
36,Experiment Group,grammatical,,,filler,1010,0.99,The editor mentors the stressed writer,25,1010,,
36,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,26,1018,,
36,Experiment Group,ungrammatical,,,filler,1024,0.02,The blank the painter canvas admires,27,1024,,
36,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,28,1013,,
36,Experiment Group,nonhuman,,,test,11,0.99,The mountain territories span the peaceful countryside,29,112,,
36,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,30,1019,,
36,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,31,1004,,
36,Experiment Group,nonhuman,,,test,7,0.98,The new island borders the coral reef,32,72,,
36,Experiment Group,grammatical,,,filler,1008,0.99,The child plays the loud drums,33,1008,,
36,Experiment Group,nonhuman,,,test,6,0.97,The moon orbits the newly discovered planet,34,62,,
36,Experiment Group,ungrammatical,,,filler,1023,0.02,The acclaimed honors artists gala the,35,1023,,
36,Experiment Group,human,,,test,3,0.01,The baker is composed of ice cream and meringue,36,31,,
11,Experiment Group,,,practice_good,practice_good,,0.82,,0,,0,
11,Experiment Group,,,practice_bad,practice_bad,,0.1,,0,,0,
11,Experiment Group,ungrammatical,,,filler,1017,0.18,The steady the sails captain ship,1,1017,,
11,Experiment Group,nonhuman,,,test,9,0.64,The new dormitory houses only international students,2,92,,
11,Experiment Group,grammatical,,,filler,1009,0.85,The knight protects the guarded fortress,3,1009,,
11,Experiment Group,grammatical,,,filler,1003,0.78,The woman washes the dirty dishes,4,1003,,
11,Experiment Group,human,,,test,5,0.31,The environmentalist runs on clean energy,5,51,,
11,Experiment Group,grammatical,,,filler,1005,0.78,The wrecking ball demolishes the decrepit building,6,1005,,
11,Experiment Group,ungrammatical,,,filler,1019,0.1,The difficult grades exam assistant the teaching,7,1019,,
11,Experiment Group,ungrammatical,,,filler,1022,0.13,The dying the cable computer charges,8,1022,,
11,Experiment Group,grammatical,,,filler,1011,0.93,The hammer smashes the fragile glass,9,1011,,
11,Experiment Group,human,,,test,7,0.6,The cartographer borders the coral reef,10,71,,
11,Experiment Group,ungrammatical,,,filler,1016,0.13,The sore the athlete massages muscles,11,1016,,
11,Experiment Group,human,,,test,2,0.09,The girl contains all the marbles,12,21,,
11,Experiment Group,ungrammatical,,,filler,1023,0.29,The acclaimed honors artists gala the,13,1023,,
